review_id,review_text,star_rating,sentiment_label
REV-01808,The automation feature keeps failing and support has been slow.,2,negative
REV-01809,Poor experience with confusing billing and missing features.,2,negative
REV-01810,Support answered eventually and the product is okay.,3,neutral
REV-01811,Support answered eventually and the product is okay.,3,neutral
REV-01812,"The customer portal works, but some workflows still feel slow.",3,neutral
REV-01813,Poor experience with confusing billing and missing features.,1,negative
REV-01814,"The product feels stable, useful, and worth the price.",5,positive
REV-01815,"Average experience overall, with a few helpful features.",3,neutral
REV-01816,"Support answered eventually and the product is okay. The dashboard works, but some workflows still feel slow.",3,neutral
REV-01817,Great experience with fast fixes and clear communication.,5,positive
REV-01818,"The automation feature is usable, though reporting could improve.",3,neutral
REV-01819,The analytics module keeps failing and support has been slow.,2,negative
REV-01820,"Average experience overall, with a few helpful features.",3,neutral
REV-01821,Poor experience with confusing billing and missing features.,2,negative
REV-01822,"The billing flow is usable, though reporting could improve.",3,neutral
REV-01823,"We had repeated issues, outages, and delayed responses.",2,negative
REV-01824,Great experience with fast fixes and clear communication.,4,positive
REV-01825,"The analytics module works, but some workflows still feel slow.",3,neutral
REV-01826,"The reporting tool keeps failing and support has been slow. We had repeated issues, outages, and delayed responses.",2,negative
REV-01827,"The billing flow is usable, though reporting could improve.",3,neutral
REV-01828,"The product feels stable, useful, and worth the price.",5,positive
REV-01829,We love the automation feature; it saves time every week.,4,positive
REV-01830,"We love the billing flow; it saves time every week. Excellent reporting tool, smooth onboarding, and helpful support.",5,positive
REV-01831,"The reporting tool is usable, though reporting could improve.",3,neutral
REV-01832,"We had repeated issues, outages, and delayed responses.",1,negative
REV-01833,"We had repeated issues, outages, and delayed responses.",1,negative
REV-01834,"The billing flow is usable, though reporting could improve.",3,neutral
REV-01835,"Poor experience with confusing billing and missing features. We had repeated issues, outages, and delayed responses.",1,negative
REV-01836,Poor experience with confusing billing and missing features.,1,negative
REV-01837,"We had repeated issues, outages, and delayed responses.",1,negative
REV-01838,"Excellent reporting tool, smooth onboarding, and helpful support. The product feels stable, useful, and worth the price.",5,positive
REV-01839,"We love the integration; it saves time every week. The product feels stable, useful, and worth the price.",4,positive
REV-01840,"Support answered eventually and the product is okay. The reporting tool works, but some workflows still feel slow.",3,neutral
REV-01841,"Average experience overall, with a few helpful features.",3,neutral
REV-01842,Critical bugs blocked our workflow for several days.,2,negative
REV-01843,"Nothing major went wrong, but nothing stood out either.",3,neutral
REV-01844,"Excellent customer portal, smooth onboarding, and helpful support.",5,positive
REV-01845,The product is frustrating and our team may cancel soon.,2,negative
REV-01846,"The automation feature works, but some workflows still feel slow. The dashboard is usable, though reporting could improve.",3,neutral
REV-01847,Critical bugs blocked our workflow for several days. The product is frustrating and our team may cancel soon.,2,negative
REV-01848,We love the reporting tool; it saves time every week.,5,positive
REV-01849,Support answered eventually and the product is okay.,3,neutral
REV-01850,"Excellent reporting tool, smooth onboarding, and helpful support. Excellent dashboard, smooth onboarding, and helpful support.",5,positive
REV-01851,"We had repeated issues, outages, and delayed responses.",2,negative
REV-01852,"Average experience overall, with a few helpful features. The integration works, but some workflows still feel slow.",3,neutral
REV-01853,Critical bugs blocked our workflow for several days. The reporting tool keeps failing and support has been slow.,2,negative
REV-01854,We love the automation feature; it saves time every week.,4,positive
REV-01855,The product is frustrating and our team may cancel soon. The billing flow keeps failing and support has been slow.,2,negative
REV-01856,"Average experience overall, with a few helpful features. Nothing major went wrong, but nothing stood out either.",3,neutral
REV-01857,"We had repeated issues, outages, and delayed responses.",2,negative
REV-01858,"Nothing major went wrong, but nothing stood out either.",3,neutral
REV-01859,Support answered eventually and the product is okay.,3,neutral
REV-01860,"Nothing major went wrong, but nothing stood out either.",3,neutral
REV-01861,The product is frustrating and our team may cancel soon.,1,negative
REV-01862,"The dashboard is reliable and the team responds quickly. Excellent dashboard, smooth onboarding, and helpful support.",4,positive
REV-01863,"Excellent analytics module, smooth onboarding, and helpful support. The reporting tool is reliable and the team responds quickly.",4,positive
REV-01864,"Nothing major went wrong, but nothing stood out either. Support answered eventually and the product is okay.",3,neutral
REV-01865,Poor experience with confusing billing and missing features.,1,negative
REV-01866,"Nothing major went wrong, but nothing stood out either. Average experience overall, with a few helpful features.",3,neutral
REV-01867,"The customer portal is usable, though reporting could improve.",3,neutral
REV-01868,"We had repeated issues, outages, and delayed responses.",2,negative
REV-01869,"Excellent dashboard, smooth onboarding, and helpful support.",5,positive
REV-01870,"Average experience overall, with a few helpful features.",3,neutral
REV-01871,The billing flow is reliable and the team responds quickly.,5,positive
REV-01872,"The dashboard works, but some workflows still feel slow.",3,neutral
REV-01873,"The product feels stable, useful, and worth the price. We love the customer portal; it saves time every week.",4,positive
